"prementumwidth","prementumlength","epipharynxwidth","epipharynxlength","palatalplatelength","greatestwidthofpalatalplate","betweenmystaxbristledistance","eyewidth","eyelength","winglength","wingwidth","scutellumwidth","scutellumlength","tibialength","tibiawidth","basitarsuslength","basitarsuswidth"
1,0.330776701567227,0.31189756746822,0.352156638576625,0.249260269233149,-0.0602803527713015,0.364471716704924,-0.296249410261301,-0.0828236445561349,-0.0318559793608853,0.235271306975789,0.220914764860417,0.247401317367202,0.259799092732585,0.21739549781248,-0.127581739567239,0.425608084250417
0.330776701567227,1,0.270914184591439,0.278368013132572,-0.156774845975513,0.304121465183999,0.0618589896179877,-0.362099892325516,-0.051890492929898,0.492070379836293,0.560005859711023,0.0848864445053174,0.230398792114818,-0.0484302749058803,0.0860224187836737,0.179135068820978,-0.323472733473556
0.31189756746822,0.270914184591439,1,0.296436676418427,0.584306547468143,0.59185866480778,0.156572063381898,0.390054049633935,0.57797578429095,0.560631925168143,0.721004866798085,0.0755555555555556,-0.00470511396800386,0.16525933718523,0.347767062246994,0.160296823940877,0.669653271828031
0.352156638576625,0.278368013132572,0.296436676418427,1,0.64980716882121,0.256060141547934,0.482639780505572,0.0877510064001258,0.423540890261232,0.454575541371381,0.404150483327311,0.414370402820568,0.14045694217147,0.569916419047973,0.137373788862208,0.523378701562441,-0.153058033076584
0.249260269233149,-0.156774845975513,0.584306547468143,0.64980716882121,1,0.249311949579156,0.193528249929046,0.0266480711771316,0.106026813326272,0.338123147207984,0.423620484597359,0.516886561221819,0.129425237356165,0.478882371281431,0.0672811189799443,0.377914612987774,0.393554389470203
-0.0602803527713015,0.304121465183999,0.59185866480778,0.256060141547934,0.249311949579156,1,0.354974088907902,-0.134621989074342,0.476926416638679,0.552707637681594,0.725543069664111,0.214830021143452,0.106879643923354,0.195589250979331,0.507213414697655,0.382383532995381,0.367107460254
0.364471716704924,0.0618589896179877,0.156572063381898,0.482639780505573,0.193528249929046,0.354974088907902,1,-0.537022649175979,0.318310412699877,0.204221222339448,0.15866884543084,0.318363195543192,0.182330627098294,0.271314254820998,0.152698440001808,0.0823528271933976,0.204752281752402
-0.296249410261301,-0.362099892325516,0.390054049633935,0.0877510064001258,0.0266480711771316,-0.134621989074342,-0.537022649175979,1,0.261302769195611,0.285380600344292,0.478714220106274,0.229663824424461,0.19159997025263,0.536109474569871,0.280260462154747,0.461430258873386,0.702581327516015
-0.0828236445561349,-0.051890492929898,0.57797578429095,0.423540890261232,0.106026813326272,0.476926416638679,0.318310412699877,0.261302769195611,1,0.172396539877533,0.397091739659722,0.540340151825493,0.418920543790075,0.573223522042613,0.393262709777151,0.54841233594507,0.553307290789941
-0.0318559793608853,0.492070379836293,0.560631925168143,0.454575541371381,0.338123147207984,0.552707637681594,0.204221222339448,0.285380600344292,0.172396539877533,1,0.723928529219201,0.383518002686452,0.195092278728806,0.435904289000669,0.284928541363079,0.473351927894527,0.971460492886498
0.235271306975789,0.560005859711023,0.721004866798085,0.404150483327311,0.423620484597359,0.725543069664111,0.15866884543084,0.478714220106274,0.397091739659722,0.723928529219201,1,0.459960328392321,0.0711097987375529,0.583847475234894,0.20430393613712,0.536213918545449,0.772676476025398
0.220914764860417,0.0848864445053174,0.0755555555555556,0.414370402820568,0.516886561221819,0.214830021143452,0.318363195543192,0.229663824424461,0.540340151825493,0.383518002686452,0.459960328392321,1,0.542593742790205,0.432852340858237,0.214103547887715,0.0282523152195795,0.846037416634056
0.247401317367202,0.230398792114818,-0.00470511396800386,0.14045694217147,0.129425237356165,0.106879643923354,0.182330627098294,0.19159997025263,0.418920543790075,0.195092278728806,0.0711097987375529,0.542593742790205,1,0.0730760643247801,0.195927182855272,-0.0630005071300902,0.449434149438896
0.259799092732585,-0.0484302749058803,0.16525933718523,0.569916419047973,0.478882371281431,0.195589250979331,0.271314254820998,0.536109474569871,0.573223522042613,0.435904289000669,0.583847475234894,0.432852340858237,0.0730760643247801,1,0.285436638761413,0.58500488347512,0.50522690401203
0.21739549781248,0.0860224187836737,0.347767062246994,0.137373788862208,0.0672811189799443,0.507213414697655,0.152698440001808,0.280260462154747,0.393262709777151,0.284928541363079,0.20430393613712,0.214103547887715,0.195927182855272,0.285436638761413,1,0.141106949984526,-0.0515820383825144
-0.127581739567239,0.179135068820978,0.160296823940877,0.523378701562441,0.377914612987774,0.382383532995381,0.0823528271933976,0.461430258873386,0.54841233594507,0.473351927894527,0.53621391854545,0.0282523152195795,-0.0630005071300902,0.58500488347512,0.141106949984526,1,0.270003824468375
0.425608084250417,-0.323472733473556,0.669653271828031,-0.153058033076584,0.393554389470203,0.367107460254,0.204752281752402,0.702581327516015,0.553307290789941,0.971460492886498,0.772676476025398,0.846037416634056,0.449434149438896,0.50522690401203,-0.0515820383825144,0.270003824468375,1
